index,reason,orig_reason,Similarity Score
4050,"The person is experiencing extreme self-consciousness and emotional distress related to their partner's past sexual experiences and their own self-perception. This has led to feelings of inadequacy, low self-worth, and impacts their ability to engage in intimate activities. Additionally, the person's struggle with finding direction in life and uncertainty about the future further exacerbates their relationship-related stress. The desire to propose to their significant other but feeling unable to do so due to their current state reflects a deep emotional turmoil in the relationship aspect of their life.","feeling depressed and terrible, i am so extremely self conscious, i feel so terribly low, i can't seem to find a direction in life",0.3249458074569702
4051,"The person expresses feelings of loneliness, having unique traits and opinions that others criticize, and making enemies who hurt them mentally. This suggests a sense of alienation and disconnection from others, leading to significant distress and feelings of being alone in the world.","i feel i am alone, people would give me crap",0.411261647939682
4052,The person's heightened emotional response to traffic and feeling like they want to drive off the road indicates relationship related stress. The frustration caused by the traffic situation while driving his girlfriend suggests a possible strained relationship or emotional turmoil impacting their mental state.,"literally driving my girlfriend to this store and traffic was so insane, the slightest inconvenience is starting to set me off, worries me",0.4783814549446106
4053,"The person seems to be experiencing relationship-related stress. They are feeling disconnected from their past, nostalgic about old friendships, afraid of the future, and contemplating letting go of memories to move forward. These feelings are often associated with relationship issues such as loneliness, fear of abandonment, and longing for connection.","i hate my life right now, i am scared of the future,  i hate getting older, i feel like i have to at this point.",0.30703476071357727
4054,"The person's self-disgust, self-hatred, and feeling of being unable to right the wrongs they've done, leading to the loss of relationships with loved ones and lack of hope for the future, suggests relationship-related stress.","disgusted with myself, hating myself, now by losing relationships with all the ones i love, i don't see any future where things can be mended.",0.5017330646514893
4055,"The person is expressing feelings of self-doubt, low self-worth, and struggling with personal growth. They mention their struggles with depression, apathy, and difficulty in taking positive steps to improve their mental health. The individual reflects on past experiences where they put off necessary self-care (such as dental health) until they faced severe consequences. They also express a desire for help and acknowledgment of their weaknesses. This indicates a strong sense of relationship-related stress and a need for self-acceptance and self-love. The mention of therapy and seeking help from friends and family further supports the categorization under relationship-related stress.","I haven't felt like myself at all, I wish I could work thru these things easily like a normal person, I've never really lost love for myself because I know I'm a good man, I need to pick myself up off the ground",0.2973548173904419
4056,"The person expressed feelings of alienation, hopelessness, and numbness throughout the premise, which are indicators of alienation-related stress. The individual feels disconnected from society, experiences a sense of not belonging, and struggles with the feeling of being pushed back into the void despite their efforts to overcome challenges. This deep sense of despair and contemplation of giving away their beloved pet and harming themselves are strong signals of alienation-related stress.","lost my old job a month ago, I was unable to pay my electric bill, uncertainty or being homeless",0.23060248792171478
4057,"The use of Klonopin (clonazepam) to manage symptoms of Generalized Anxiety Disorder (GAD) suggests a medication-related stress. The person's concerns about the side effects of the medication, the dosage increase by the doctor, and their decision to self-adjust the dosage indicate a focus on the impact of medication on their mental state.","I have been a chronic sufferer of gad all my life, i'm constantly euphoric, spontaneous feeling of deep rage and an impulse to punch and scream",0.4646039605140686
4058,"The person is showing signs of significant distress due to the multiple relationship-related issues their girlfriend is facing, including GPA, weight, job prospects, and finances. The mention of depression and thoughts of self-harm indicate a deep level of emotional strain within the relationship. The person's fear of losing their girlfriend and uncertainty about her intentions highlight the intensity of the situation and the impact it is having on their mental state.","my gf is upse, I've tried talking to her and it's not helping, don't know what to do, can't live without her",0.26182958483695984
4059,"The person expresses feelings of alienation and isolation due to their appearance, which has led to continuous ridicule and bullying from strangers. This has severely impacted their self-esteem and mental health, making them feel helpless and consider extreme solutions such as suicide. The repeated negative experiences with strangers, rejection in dating, and lack of support from friends or classmates indicate a deep sense of alienation and disconnection from society.","i get rejected hardcore, i feel helpless right now, i have no idea what to do.",0.2820884585380554
4060,"The premise describes a situation where the person is experiencing severe depression and anxiety, feeling isolated from friends, and has extremely strict parents who may not be providing the necessary support. The lack of understanding and support from parents in such a critical situation can lead to relationship-related stress, contributing to the person's current mental state.","my parents are strict, i have lost all my friends, my self esteem is at a zero, i have no one to stop me",0.46503543853759766
4061,"The author of the premise is expressing feelings of alienation, confusion, and distress in various aspects of their life. They mention feeling stuck, having doubts about their future, and experiencing mistreatment from their parents, who seem to belittle and pressure them. The author's struggle with mental health issues, lack of work experience, and conflicts within their family contribute to a sense of alienation and disconnection from their surroundings. The feelings of not being understood by their parents, being restricted from pursuing relationships, and contemplating self-harm suggest a deep-rooted sense of alienation and isolation, leading to a state of distress and uncertainty in the individual's mind.","i am disabled girl, i am too unwell to work ,  i feel  stuck",0.18362869322299957
4062,"The person feels alienated and isolated due to having no friends, which is contributing to their strong emotional response and desire to cry. This sense of loneliness and feeling like they don't want to be in this state for the rest of their life points towards alienation-related stress.","i have no friends, i don't want to be like this",0.32664573192596436
4063,"The mention of struggling to sleep, feeling tired of the situation, and expressing hopelessness could indicate a mental state that is medication related stressed. The person might be feeling overwhelmed and possibly considering the lack of improvement in their condition, leading to this state.","i am so tired, i don't think i'll ever come out",0.22205707430839539
4064,"The person is experiencing relationship-related stress. The sudden and shocking situation of their boyfriend's mental health crisis and the almost attempt at suicide has put them in a difficult emotional spot. The pressure from their work and friends to continue as if nothing happened, along with the judgment and questioning of their actions, is adding to their distress and confusion. The person is seeking advice on how to navigate these conflicting emotions and expectations, highlighting the significant impact this relationship event has had on their well-being.","my boyfriend called he was checking into a mental hospital, i wasn't strong enough for my boyfriend, i feel at a loss",0.5059991478919983
4065,"The premise reflects relationship-related stress as the writer expresses feelings of neglect, lack of care, and unfulfilled emotional needs towards their mother. They mention a plethora of instances where they feel unloved, unsupported, and unappreciated by their mother, which has led to feelings of alienation and longing for a closer relationship. This strong emotional disconnect and the desire for a more nurturing maternal figure indicate a significant level of relationship-related stress in the writer's mental state.","want a mother, never felt comfortable coming to you, care about me, shrug me off, never ask, never helped, alone",0.42343974113464355
4066,"The person is experiencing feelings of unworthiness and a sense of alienation from their own emotions and thoughts. They mention comparing themselves to others and feeling worse over time, as well as struggling to understand their own feelings. This sense of disconnection and confusion about their true emotions and identity align more closely with the category of Alienation related stress.","considering myself unworthy, feel worried, feeling worse, negative habit, interest faded, hard time, upsets me",0.5449198484420776
4067,"The person expresses feelings of alienation and loneliness, indicating a sense of disconnect from others and a longing for understanding and emotional support. The mention of wanting someone to hug them and cry about life together highlights the desire for a deep connection and shared experiences, which they feel unable to achieve physically.","want to talk to someone, want someone to hug me, cry about this shitty life",0.5712488293647766
4068,"Expressions of self-hatred and sadness suggest relationship-related stress, possibly stemming from issues with self-esteem or personal relationships.",hate myself,0.4640979766845703
4069,"The person is experiencing relationship-related stress due to the breakup with their ex-partner. The intense emotions of heartbreak, feeling abandoned because of their depression, and the longing for reconciliation indicate a significant impact on their mental state caused by the failed relationship.","breakup, heartbroken, argument, ruined it, suffered, hurt the most, person i loved the most couldn't handle me",0.5571012496948242
4070,"The author's words suggest deep emotional distress related to family relationships. They express feelings of being abandoned, hatred, blame, and a sense that their family is not nurturing or supportive. The desire for peace after all the turmoil and the references to longing for an honest smile indicate a strained relationship within the family. The comparison between cats and dogs also hints at feelings of betrayal or lack of loyalty, possibly stemming from family relationships.","it's better to be abandoned, rather than have a ""family"" like that, if you can even call 1 parent that hates you, and blames for everything, will miss my cat",0.41689983010292053
4071,"The person expresses feelings of loneliness, lack of energy, and lack of excitement in interacting with others. They also mention feeling like their friends don't care about them and not being able to depend on their family for support. These are common signs of alienation-related stress, where the individual feels disconnected from social relationships and support systems.","don't think any of my friend care about me, can't depend on my family for any support, got first job but still feel shit, ",0.3891872763633728
4072,"The mention of drinking and crying in response to a situation suggests a relationship-related stress, as these behaviors are commonly associated with coping mechanisms for emotional distress in relationships.","drinking, crying",0.6006776690483093
4073,"The person's struggle with work, anxiety, suicidal ideations, and potential relationship breakup all point towards relationship-related stress. The mention of finding solace only in the partner and the anxiety resulting from the upcoming end of the relationship indicate a significant emotional turmoil in the relationship aspect of the person's life.","struggling with work, only solace in life is my girl, found out it's likely to end soon",0.4768238663673401
4074,"The language and content of the text suggest a lot of anger and frustration towards family members, specifically the parents. This intense negative emotion towards loved ones indicates relationship-related stress.","keep demanding, have had enough, they will be relieved, thanks mom and dad",0.2905024588108063
4075,"The mention of not wanting to hurt family members suggests relationship-related stress. The desire to not know anyone may stem from a place of wanting to avoid causing any harm or distress to loved ones, indicating internal conflict and emotional burden within relationships.",don't want tohurt my family,0.452497661113739
4076,"The premise indicates significant mental health struggles, including major depression, anxiety, suicide attempts and self-harm, which have not been effectively managed. The individual expresses reluctance towards medication and a tendency to self-medicate with alcohol, work obsession, and high-risk sports. This behavior suggests a stressful relationship with medication, reflecting concerns and challenges related to medication management. The individual's experiences with self-harm, suicidal thoughts, and suicide planning further emphasize the complexity of their mental state and the need for professional intervention. The resistance towards seeking help and the fear of being locked up without autonomy over their treatment also align with the theme of medication-related stress.","embarrassed because i can't fit in with life, broken with no fix, don't want to bother family, friends, girlfriend, push everyone away",0.22312918305397034
4077,"The person is under extreme stress due to a series of unfortunate events related to financial struggles, car troubles, and dealing with incompetent mechanics. These situations have led to a feeling of being overwhelmed and reaching a breaking point. Relationship-related stress often involves financial difficulties and feeling alone or unsupported, which is evident in this scenario.","about to be late on rent, car wouldn't start, forced me to pay 600$, back to work 2 hours with no sleep, don't have money, reached the breaking point",0.4093572795391083
4078,"The person is experiencing intense emotional distress related to a romantic relationship. The long-distance nature of the relationship, combined with the uncertainty and heartbreak of their partner's decision to not continue, has led to feelings of hurt, self-doubt, and depression. The person is struggling with letting go and is feeling devastated by the thought of their partner drifting away. This relationship-related stress is causing significant emotional turmoil and self-criticism, leading to a sense of hopelessness and despair.","met his girl and fell in love, long distance not gonna work, told her can be there just friends, she wants me to stay there, feel like most egostical ",0.32713156938552856
4079,The mention of taking multiple pills and the feeling of relying on medication in order to function suggests that the person is experiencing stress related to medication.,"utter absence, loving nothing, self destruction, artificial emotions",0.13271045684814453
4080,"The person is experiencing relationship-related stress, as evidenced by the difficulties in maintaining romantic relationships, feeling unsupported by friends, and struggling with family dynamics. These relationship challenges are contributing to feelings of loneliness and a dwindling sense of purpose or hope, as indicated by a decreasing 'list of reasons to live'.","zero friends, parents don't understand, dead end job, couldn't finish college, alone",0.43860775232315063
4081,"The person is expressing feelings of alienation and detachment from their true self and their surroundings. They mention feeling like a walking multiple personality basket case, always being someone they are not, and experiencing a loss of motivation and joy in things they once found exciting. This sense of emptiness, lack of friends, and feeling like an empty shell further points towards a state of alienation. Additionally, the mention of being perceived as creepy or weird by others, family abandonment, and planning for a subtle 'multiple account deletion' further signify deep-seated feelings of disconnect and isolation from society and oneself.","broken up, her unfaithfulness, no friends, rash decisions, wrenching pain, empty shell",0.359421968460083
4082,"The person is experiencing mental distress related to a past trauma, which has caused them to lose their appetite and sleep. They are seeking help from a psychiatrist and hoping to find a solution to help them sleep. This indicates medication related stress, as they are looking for medical assistance to alleviate their symptoms.","haven't been able to sleep after my trauma, no appetite ",0.5124821066856384
4083,"The individual is experiencing relationship-related stress. The premise highlights feelings of guilt, self-blame, and sorrow due to damaging the trust with their boyfriend and causing friction with their best friend. The mention of past toxic relationships and the fear of confrontation from upbringing further emphasize the relationship dynamics at play. The individual's overwhelming sense of responsibility for the break in trust aligns with relationship-related stress and a deep desire to seek help and forgiveness in the context of their personal relationships.","ruined a friendship, broke the trust, screwed up, boyfriend, guilt, afraid of confronting, i bring misery, get yelled, heart just hurts",0.4382944107055664
4084,"The individual's description of feeling depressed, having concerns about their mental well-being, and exhibiting self-harming behavior with the kitchen knife indicates a state of mental health-related stress. The mention of growing an interest in a knife, along with phobia of sharp objects, and engaging in self-harming actions suggest a need for psychiatric or therapeutic intervention, which the individual feels unable to access due to cost concerns in their country. Therefore, the mental state described here falls under medication-related stress.","failed, won't graduate, fake everything, life's hard, day dream",0.12592968344688416
4085,"The person is experiencing relationship-related stress due to multiple rejections and feeling isolated after losing their last friend. The mention of using Tinder, getting likes but not matches, and feeling too scared to harm themselves indicates a distressing relationship situation.","got rejected twice, lowest score, kick me out, lost last friend, match never responded",0.4057123064994812
4086,"The person describes feeling genuinely happy and clear headed one day, but then suddenly experiencing feelings of overwhelming anxiety, hopelessness, and lack of motivation the next day. This sudden emotional shift and the presence of overwhelming feelings despite no specific reason could indicate a transient episode of feeling down, anxious and overwhelmed, which are common symptoms of being in a mentally distressed or 'not good' state.","anxious, hopeless, lost my spunk, overwhelmed",0.5930760502815247
